#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  3045    0.21456E+02   -0.79905E+00    0.34841E-10   -0.79905E+00    0.58438E+00   -0.88135E-12    0.34841E-10   -0.88135E-12    0.66773E-16
  3046    0.21383E+02   -0.78833E+00    0.34897E-10   -0.78833E+00    0.58418E+00   -0.89699E-12    0.34897E-10   -0.89699E-12    0.66680E-16
  3047    0.21310E+02   -0.77788E+00    0.34952E-10   -0.77788E+00    0.58405E+00   -0.91242E-12    0.34952E-10   -0.91242E-12    0.66587E-16
  3048    0.21236E+02   -0.76755E+00    0.35008E-10   -0.76755E+00    0.58397E+00   -0.92765E-12    0.35008E-10   -0.92765E-12    0.66495E-16
  3049    0.21162E+02   -0.75748E+00    0.35063E-10   -0.75748E+00    0.58397E+00   -0.94268E-12    0.35063E-10   -0.94268E-12    0.66402E-16
  3050    0.21088E+02   -0.74768E+00    0.35118E-10   -0.74768E+00    0.58404E+00   -0.95750E-12    0.35118E-10   -0.95750E-12    0.66310E-16
  3051    0.21013E+02   -0.73799E+00    0.35172E-10   -0.73799E+00    0.58415E+00   -0.97211E-12    0.35172E-10   -0.97211E-12    0.66218E-16
  3052    0.20939E+02   -0.72857E+00    0.35227E-10   -0.72857E+00    0.58433E+00   -0.98652E-12    0.35227E-10   -0.98652E-12    0.66126E-16
  3053    0.20865E+02   -0.71932E+00    0.35281E-10   -0.71932E+00    0.58457E+00   -0.10007E-11    0.35281E-10   -0.10007E-11    0.66035E-16
  3054    0.20791E+02   -0.71041E+00    0.35335E-10   -0.71041E+00    0.58487E+00   -0.10147E-11    0.35335E-10   -0.10147E-11    0.65943E-16
  3055    0.20717E+02   -0.70168E+00    0.35388E-10   -0.70168E+00    0.58522E+00   -0.10285E-11    0.35388E-10   -0.10285E-11    0.65852E-16
  3056    0.20643E+02   -0.69312E+00    0.35441E-10   -0.69312E+00    0.58564E+00   -0.10421E-11    0.35441E-10   -0.10421E-11    0.65760E-16
  3057    0.20568E+02   -0.68480E+00    0.35494E-10   -0.68480E+00    0.58610E+00   -0.10554E-11    0.35494E-10   -0.10554E-11    0.65669E-16
  3058    0.20494E+02   -0.67681E+00    0.35546E-10   -0.67681E+00    0.58662E+00   -0.10686E-11    0.35546E-10   -0.10686E-11    0.65578E-16
  3059    0.20419E+02   -0.66891E+00    0.35599E-10   -0.66891E+00    0.58720E+00   -0.10815E-11    0.35599E-10   -0.10815E-11    0.65487E-16
  3060    0.20345E+02   -0.66124E+00    0.35650E-10   -0.66124E+00    0.58782E+00   -0.10943E-11    0.35650E-10   -0.10943E-11    0.65397E-16
  3061    0.20270E+02   -0.65389E+00    0.35702E-10   -0.65389E+00    0.58850E+00   -0.11068E-11    0.35702E-10   -0.11068E-11    0.65306E-16
  3062    0.20197E+02   -0.64677E+00    0.35753E-10   -0.64677E+00    0.58924E+00   -0.11191E-11    0.35753E-10   -0.11191E-11    0.65216E-16
  3063    0.20123E+02   -0.63973E+00    0.35804E-10   -0.63973E+00    0.59001E+00   -0.11313E-11    0.35804E-10   -0.11313E-11    0.65126E-16
  3064    0.20048E+02   -0.63300E+00    0.35854E-10   -0.63300E+00    0.59084E+00   -0.11432E-11    0.35854E-10   -0.11432E-11    0.65036E-16
  3065    0.19974E+02   -0.62649E+00    0.35904E-10   -0.62649E+00    0.59171E+00   -0.11549E-11    0.35904E-10   -0.11549E-11    0.64946E-16
  3066    0.19900E+02   -0.62028E+00    0.35954E-10   -0.62028E+00    0.59264E+00   -0.11664E-11    0.35954E-10   -0.11664E-11    0.64856E-16
  3067    0.19826E+02   -0.61428E+00    0.36003E-10   -0.61428E+00    0.59360E+00   -0.11777E-11    0.36003E-10   -0.11777E-11    0.64766E-16
  3068    0.19752E+02   -0.60843E+00    0.36052E-10   -0.60843E+00    0.59462E+00   -0.11888E-11    0.36052E-10   -0.11888E-11    0.64677E-16
  3069    0.19678E+02   -0.60294E+00    0.36100E-10   -0.60294E+00    0.59567E+00   -0.11997E-11    0.36100E-10   -0.11997E-11    0.64588E-16
  3070    0.19604E+02   -0.59759E+00    0.36148E-10   -0.59759E+00    0.59676E+00   -0.12103E-11    0.36148E-10   -0.12103E-11    0.64499E-16
  3071    0.19530E+02   -0.59244E+00    0.36196E-10   -0.59244E+00    0.59788E+00   -0.12208E-11    0.36196E-10   -0.12208E-11    0.64410E-16
  3072    0.19457E+02   -0.58765E+00    0.36243E-10   -0.58765E+00    0.59905E+00   -0.12311E-11    0.36243E-10   -0.12311E-11    0.64321E-16
  3073    0.19384E+02   -0.58299E+00    0.36289E-10   -0.58299E+00    0.60025E+00   -0.12411E-11    0.36289E-10   -0.12411E-11    0.64232E-16
  3074    0.19311E+02   -0.57861E+00    0.36336E-10   -0.57861E+00    0.60149E+00   -0.12510E-11    0.36336E-10   -0.12510E-11    0.64144E-16
  3075    0.19238E+02   -0.57434E+00    0.36381E-10   -0.57434E+00    0.60276E+00   -0.12606E-11    0.36381E-10   -0.12606E-11    0.64055E-16
  3076    0.19166E+02   -0.57042E+00    0.36427E-10   -0.57042E+00    0.60407E+00   -0.12700E-11    0.36427E-10   -0.12700E-11    0.63967E-16
  3077    0.19093E+02   -0.56669E+00    0.36471E-10   -0.56669E+00    0.60540E+00   -0.12793E-11    0.36471E-10   -0.12793E-11    0.63879E-16
  3078    0.19022E+02   -0.56315E+00    0.36516E-10   -0.56315E+00    0.60677E+00   -0.12883E-11    0.36516E-10   -0.12883E-11    0.63791E-16
  3079    0.18949E+02   -0.55988E+00    0.36560E-10   -0.55988E+00    0.60817E+00   -0.12971E-11    0.36560E-10   -0.12971E-11    0.63703E-16
  3080    0.18878E+02   -0.55686E+00    0.36603E-10   -0.55686E+00    0.60958E+00   -0.13057E-11    0.36603E-10   -0.13057E-11    0.63615E-16
  3081    0.18807E+02   -0.55398E+00    0.36646E-10   -0.55398E+00    0.61103E+00   -0.13141E-11    0.36646E-10   -0.13141E-11    0.63528E-16
  3082    0.18735E+02   -0.55139E+00    0.36688E-10   -0.55139E+00    0.61249E+00   -0.13223E-11    0.36688E-10   -0.13223E-11    0.63440E-16
  3083    0.18664E+02   -0.54900E+00    0.36730E-10   -0.54900E+00    0.61399E+00   -0.13303E-11    0.36730E-10   -0.13303E-11    0.63353E-16
  3084    0.18595E+02   -0.54679E+00    0.36771E-10   -0.54679E+00    0.61550E+00   -0.13381E-11    0.36771E-10   -0.13381E-11    0.63266E-16
  3085    0.18524E+02   -0.54485E+00    0.36812E-10   -0.54485E+00    0.61703E+00   -0.13457E-11    0.36812E-10   -0.13457E-11    0.63179E-16
  3086    0.18454E+02   -0.54311E+00    0.36853E-10   -0.54311E+00    0.61857E+00   -0.13530E-11    0.36853E-10   -0.13530E-11    0.63092E-16
  3087    0.18385E+02   -0.54159E+00    0.36892E-10   -0.54159E+00    0.62013E+00   -0.13602E-11    0.36892E-10   -0.13602E-11    0.63006E-16
  3088    0.18316E+02   -0.54028E+00    0.36931E-10   -0.54028E+00    0.62172E+00   -0.13672E-11    0.36931E-10   -0.13672E-11    0.62919E-16
  3089    0.18247E+02   -0.53919E+00    0.36970E-10   -0.53919E+00    0.62331E+00   -0.13739E-11    0.36970E-10   -0.13739E-11    0.62833E-16
  3090    0.18178E+02   -0.53831E+00    0.37008E-10   -0.53831E+00    0.62491E+00   -0.13805E-11    0.37008E-10   -0.13805E-11    0.62747E-16
  3091    0.18111E+02   -0.53764E+00    0.37046E-10   -0.53764E+00    0.62651E+00   -0.13868E-11    0.37046E-10   -0.13868E-11    0.62661E-16
  3092    0.18043E+02   -0.53717E+00    0.37082E-10   -0.53717E+00    0.62814E+00   -0.13930E-11    0.37082E-10   -0.13930E-11    0.62575E-16
  3093    0.17976E+02   -0.53691E+00    0.37119E-10   -0.53691E+00    0.62976E+00   -0.13989E-11    0.37119E-10   -0.13989E-11    0.62489E-16
  3094    0.17909E+02   -0.53684E+00    0.37154E-10   -0.53684E+00    0.63140E+00   -0.14046E-11    0.37154E-10   -0.14046E-11    0.62403E-16
  3095    0.17843E+02   -0.53698E+00    0.37189E-10   -0.53698E+00    0.63302E+00   -0.14101E-11    0.37189E-10   -0.14101E-11    0.62318E-16
  3096    0.17777E+02   -0.53732E+00    0.37224E-10   -0.53732E+00    0.63465E+00   -0.14154E-11    0.37224E-10   -0.14154E-11    0.62232E-16
  3097    0.17712E+02   -0.53785E+00    0.37258E-10   -0.53785E+00    0.63628E+00   -0.14206E-11    0.37258E-10   -0.14206E-11    0.62147E-16
  3098    0.17647E+02   -0.53857E+00    0.37291E-10   -0.53857E+00    0.63791E+00   -0.14255E-11    0.37291E-10   -0.14255E-11    0.62062E-16
  3099    0.17583E+02   -0.53948E+00    0.37323E-10   -0.53948E+00    0.63954E+00   -0.14302E-11    0.37323E-10   -0.14302E-11    0.61977E-16
  3100    0.17519E+02   -0.54058E+00    0.37355E-10   -0.54058E+00    0.64116E+00   -0.14347E-11    0.37355E-10   -0.14347E-11    0.61892E-16
  3101    0.17455E+02   -0.54187E+00    0.37387E-10   -0.54187E+00    0.64277E+00   -0.14389E-11    0.37387E-10   -0.14389E-11    0.61808E-16
  3102    0.17393E+02   -0.54334E+00    0.37417E-10   -0.54334E+00    0.64438E+00   -0.14430E-11    0.37417E-10   -0.14430E-11    0.61723E-16
  3103    0.17331E+02   -0.54499E+00    0.37447E-10   -0.54499E+00    0.64597E+00   -0.14469E-11    0.37447E-10   -0.14469E-11    0.61639E-16
  3104    0.17269E+02   -0.54683E+00    0.37477E-10   -0.54683E+00    0.64755E+00   -0.14506E-11    0.37477E-10   -0.14506E-11    0.61555E-16
  3105    0.17208E+02   -0.54884E+00    0.37505E-10   -0.54884E+00    0.64913E+00   -0.14541E-11    0.37505E-10   -0.14541E-11    0.61471E-16
  3106    0.17147E+02   -0.55103E+00    0.37533E-10   -0.55103E+00    0.65069E+00   -0.14573E-11    0.37533E-10   -0.14573E-11    0.61387E-16
  3107    0.17087E+02   -0.55338E+00    0.37560E-10   -0.55338E+00    0.65224E+00   -0.14604E-11    0.37560E-10   -0.14604E-11    0.61303E-16
  3108    0.17028E+02   -0.55592E+00    0.37587E-10   -0.55592E+00    0.65379E+00   -0.14633E-11    0.37587E-10   -0.14633E-11    0.61219E-16
  3109    0.16968E+02   -0.55861E+00    0.37613E-10   -0.55861E+00    0.65530E+00   -0.14660E-11    0.37613E-10   -0.14660E-11    0.61136E-16
  3110    0.16910E+02   -0.56147E+00    0.37638E-10   -0.56147E+00    0.65680E+00   -0.14685E-11    0.37638E-10   -0.14685E-11    0.61052E-16
  3111    0.16853E+02   -0.56450E+00    0.37663E-10   -0.56450E+00    0.65830E+00   -0.14708E-11    0.37663E-10   -0.14708E-11    0.60969E-16
  3112    0.16795E+02   -0.56769E+00    0.37687E-10   -0.56769E+00    0.65977E+00   -0.14728E-11    0.37687E-10   -0.14728E-11    0.60886E-16
  3113    0.16738E+02   -0.57104E+00    0.37710E-10   -0.57104E+00    0.66122E+00   -0.14747E-11    0.37710E-10   -0.14747E-11    0.60803E-16
  3114    0.16682E+02   -0.57455E+00    0.37733E-10   -0.57455E+00    0.66265E+00   -0.14764E-11    0.37733E-10   -0.14764E-11    0.60720E-16
  3115    0.16626E+02   -0.57820E+00    0.37755E-10   -0.57820E+00    0.66406E+00   -0.14780E-11    0.37755E-10   -0.14780E-11    0.60637E-16
  3116    0.16572E+02   -0.58199E+00    0.37776E-10   -0.58199E+00    0.66546E+00   -0.14793E-11    0.37776E-10   -0.14793E-11    0.60555E-16
  3117    0.16518E+02   -0.58595E+00    0.37796E-10   -0.58595E+00    0.66683E+00   -0.14804E-11    0.37796E-10   -0.14804E-11    0.60472E-16
  3118    0.16464E+02   -0.59004E+00    0.37816E-10   -0.59004E+00    0.66817E+00   -0.14814E-11    0.37816E-10   -0.14814E-11    0.60390E-16
  3119    0.16411E+02   -0.59428E+00    0.37835E-10   -0.59428E+00    0.66950E+00   -0.14821E-11    0.37835E-10   -0.14821E-11    0.60308E-16
  3120    0.16358E+02   -0.59866E+00    0.37854E-10   -0.59866E+00    0.67080E+00   -0.14827E-11    0.37854E-10   -0.14827E-11    0.60226E-16
  3121    0.16306E+02   -0.60316E+00    0.37871E-10   -0.60316E+00    0.67207E+00   -0.14831E-11    0.37871E-10   -0.14831E-11    0.60144E-16
  3122    0.16257E+02   -0.60780E+00    0.37888E-10   -0.60780E+00    0.67332E+00   -0.14833E-11    0.37888E-10   -0.14833E-11    0.60062E-16
  3123    0.16207E+02   -0.61256E+00    0.37904E-10   -0.61256E+00    0.67453E+00   -0.14833E-11    0.37904E-10   -0.14833E-11    0.59981E-16
  3124    0.16157E+02   -0.61745E+00    0.37920E-10   -0.61745E+00    0.67572E+00   -0.14831E-11    0.37920E-10   -0.14831E-11    0.59899E-16
  3125    0.16105E+02   -0.62245E+00    0.37935E-10   -0.62245E+00    0.67688E+00   -0.14827E-11    0.37935E-10   -0.14827E-11    0.59818E-16
  3126    0.16057E+02   -0.62758E+00    0.37949E-10   -0.62758E+00    0.67801E+00   -0.14822E-11    0.37949E-10   -0.14822E-11    0.59737E-16
  3127    0.16009E+02   -0.63282E+00    0.37962E-10   -0.63282E+00    0.67912E+00   -0.14815E-11    0.37962E-10   -0.14815E-11    0.59655E-16
  3128    0.15961E+02   -0.63816E+00    0.37975E-10   -0.63816E+00    0.68018E+00   -0.14806E-11    0.37975E-10   -0.14806E-11    0.59574E-16
  3129    0.15915E+02   -0.64361E+00    0.37987E-10   -0.64361E+00    0.68121E+00   -0.14795E-11    0.37987E-10   -0.14795E-11    0.59494E-16
  3130    0.15868E+02   -0.64917E+00    0.37998E-10   -0.64917E+00    0.68221E+00   -0.14782E-11    0.37998E-10   -0.14782E-11    0.59413E-16
  3131    0.15822E+02   -0.65482E+00    0.38009E-10   -0.65482E+00    0.68318E+00   -0.14768E-11    0.38009E-10   -0.14768E-11    0.59332E-16
  3132    0.15777E+02   -0.66056E+00    0.38019E-10   -0.66056E+00    0.68412E+00   -0.14752E-11    0.38019E-10   -0.14752E-11    0.59252E-16
  3133    0.15732E+02   -0.66640E+00    0.38028E-10   -0.66640E+00    0.68501E+00   -0.14734E-11    0.38028E-10   -0.14734E-11    0.59172E-16
  3134    0.15689E+02   -0.67231E+00    0.38036E-10   -0.67231E+00    0.68587E+00   -0.14714E-11    0.38036E-10   -0.14714E-11    0.59092E-16
  3135    0.15646E+02   -0.67833E+00    0.38043E-10   -0.67833E+00    0.68670E+00   -0.14693E-11    0.38043E-10   -0.14693E-11    0.59012E-16
  3136    0.15603E+02   -0.68441E+00    0.38050E-10   -0.68441E+00    0.68748E+00   -0.14670E-11    0.38050E-10   -0.14670E-11    0.58932E-16
  3137    0.15561E+02   -0.69056E+00    0.38056E-10   -0.69056E+00    0.68823E+00   -0.14645E-11    0.38056E-10   -0.14645E-11    0.58852E-16
  3138    0.15520E+02   -0.69678E+00    0.38062E-10   -0.69678E+00    0.68893E+00   -0.14619E-11    0.38062E-10   -0.14619E-11    0.58772E-16
  3139    0.15480E+02   -0.70306E+00    0.38066E-10   -0.70306E+00    0.68959E+00   -0.14590E-11    0.38066E-10   -0.14590E-11    0.58693E-16
  3140    0.15440E+02   -0.70942E+00    0.38070E-10   -0.70942E+00    0.69021E+00   -0.14561E-11    0.38070E-10   -0.14561E-11    0.58613E-16
  3141    0.15399E+02   -0.71581E+00    0.38073E-10   -0.71581E+00    0.69080E+00   -0.14529E-11    0.38073E-10   -0.14529E-11    0.58534E-16
  3142    0.15361E+02   -0.72226E+00    0.38075E-10   -0.72226E+00    0.69133E+00   -0.14496E-11    0.38075E-10   -0.14496E-11    0.58455E-16
  3143    0.15324E+02   -0.72876E+00    0.38077E-10   -0.72876E+00    0.69182E+00   -0.14461E-11    0.38077E-10   -0.14461E-11    0.58376E-16
  3144    0.15286E+02   -0.73530E+00    0.38078E-10   -0.73530E+00    0.69227E+00   -0.14424E-11    0.38078E-10   -0.14424E-11    0.58297E-16
  3145    0.15249E+02   -0.74188E+00    0.38078E-10   -0.74188E+00    0.69268E+00   -0.14386E-11    0.38078E-10   -0.14386E-11    0.58218E-16
  3146    0.15213E+02   -0.74850E+00    0.38077E-10   -0.74850E+00    0.69303E+00   -0.14346E-11    0.38077E-10   -0.14346E-11    0.58140E-16
  3147    0.15177E+02   -0.75513E+00    0.38075E-10   -0.75513E+00    0.69335E+00   -0.14305E-11    0.38075E-10   -0.14305E-11    0.58061E-16
  3148    0.15142E+02   -0.76180E+00    0.38073E-10   -0.76180E+00    0.69361E+00   -0.14262E-11    0.38073E-10   -0.14262E-11    0.57983E-16
  3149    0.15108E+02   -0.76848E+00    0.38070E-10   -0.76848E+00    0.69383E+00   -0.14217E-11    0.38070E-10   -0.14217E-11    0.57905E-16
  3150    0.15074E+02   -0.77517E+00    0.38066E-10   -0.77517E+00    0.69400E+00   -0.14171E-11    0.38066E-10   -0.14171E-11    0.57827E-16
  3151    0.15041E+02   -0.78188E+00    0.38062E-10   -0.78188E+00    0.69413E+00   -0.14123E-11    0.38062E-10   -0.14123E-11    0.57749E-16
  3152    0.15009E+02   -0.78860E+00    0.38056E-10   -0.78860E+00    0.69420E+00   -0.14074E-11    0.38056E-10   -0.14074E-11    0.57671E-16
  3153    0.14976E+02   -0.79532E+00    0.38050E-10   -0.79532E+00    0.69422E+00   -0.14023E-11    0.38050E-10   -0.14023E-11    0.57593E-16
  3154    0.14945E+02   -0.80203E+00    0.38043E-10   -0.80203E+00    0.69420E+00   -0.13970E-11    0.38043E-10   -0.13970E-11    0.57516E-16
  3155    0.14914E+02   -0.80875E+00    0.38035E-10   -0.80875E+00    0.69413E+00   -0.13916E-11    0.38035E-10   -0.13916E-11    0.57438E-16
  3156    0.14884E+02   -0.81546E+00    0.38027E-10   -0.81546E+00    0.69400E+00   -0.13861E-11    0.38027E-10   -0.13861E-11    0.57361E-16
  3157    0.14854E+02   -0.82217E+00    0.38017E-10   -0.82217E+00    0.69383E+00   -0.13804E-11    0.38017E-10   -0.13804E-11    0.57284E-16
  3158    0.14825E+02   -0.82886E+00    0.38007E-10   -0.82886E+00    0.69361E+00   -0.13745E-11    0.38007E-10   -0.13745E-11    0.57207E-16
  3159    0.14797E+02   -0.83554E+00    0.37996E-10   -0.83554E+00    0.69333E+00   -0.13685E-11    0.37996E-10   -0.13685E-11    0.57130E-16
  3160    0.14768E+02   -0.84221E+00    0.37985E-10   -0.84221E+00    0.69301E+00   -0.13624E-11    0.37985E-10   -0.13624E-11    0.57053E-16
  3161    0.14741E+02   -0.84886E+00    0.37972E-10   -0.84886E+00    0.69264E+00   -0.13561E-11    0.37972E-10   -0.13561E-11    0.56976E-16
  3162    0.14714E+02   -0.85548E+00    0.37959E-10   -0.85548E+00    0.69222E+00   -0.13497E-11    0.37959E-10   -0.13497E-11    0.56900E-16
  3163    0.14688E+02   -0.86208E+00    0.37945E-10   -0.86208E+00    0.69175E+00   -0.13431E-11    0.37945E-10   -0.13431E-11    0.56823E-16
  3164    0.14662E+02   -0.86866E+00    0.37931E-10   -0.86866E+00    0.69122E+00   -0.13365E-11    0.37931E-10   -0.13365E-11    0.56747E-16
  3165    0.14636E+02   -0.87521E+00    0.37915E-10   -0.87521E+00    0.69065E+00   -0.13296E-11    0.37915E-10   -0.13296E-11    0.56671E-16
  3166    0.14611E+02   -0.88172E+00    0.37899E-10   -0.88172E+00    0.69003E+00   -0.13227E-11    0.37899E-10   -0.13227E-11    0.56595E-16
  3167    0.14588E+02   -0.88820E+00    0.37882E-10   -0.88820E+00    0.68935E+00   -0.13156E-11    0.37882E-10   -0.13156E-11    0.56519E-16
  3168    0.14565E+02   -0.89463E+00    0.37865E-10   -0.89463E+00    0.68863E+00   -0.13084E-11    0.37865E-10   -0.13084E-11    0.56443E-16
  3169    0.14542E+02   -0.90103E+00    0.37846E-10   -0.90103E+00    0.68786E+00   -0.13011E-11    0.37846E-10   -0.13011E-11    0.56367E-16
  3170    0.14519E+02   -0.90739E+00    0.37827E-10   -0.90739E+00    0.68704E+00   -0.12936E-11    0.37827E-10   -0.12936E-11    0.56292E-16
  3171    0.14496E+02   -0.91369E+00    0.37807E-10   -0.91369E+00    0.68616E+00   -0.12860E-11    0.37807E-10   -0.12860E-11    0.56216E-16
  3172    0.14476E+02   -0.91996E+00    0.37786E-10   -0.91996E+00    0.68525E+00   -0.12783E-11    0.37786E-10   -0.12783E-11    0.56141E-16
  3173    0.14454E+02   -0.92616E+00    0.37765E-10   -0.92616E+00    0.68427E+00   -0.12705E-11    0.37765E-10   -0.12705E-11    0.56066E-16
  3174    0.14434E+02   -0.93230E+00    0.37743E-10   -0.93230E+00    0.68325E+00   -0.12625E-11    0.37743E-10   -0.12625E-11    0.55991E-16
  3175    0.14415E+02   -0.93838E+00    0.37720E-10   -0.93838E+00    0.68217E+00   -0.12545E-11    0.37720E-10   -0.12545E-11    0.55916E-16
  3176    0.14395E+02   -0.94439E+00    0.37696E-10   -0.94439E+00    0.68106E+00   -0.12463E-11    0.37696E-10   -0.12463E-11    0.55841E-16
  3177    0.14376E+02   -0.95034E+00    0.37672E-10   -0.95034E+00    0.67989E+00   -0.12380E-11    0.37672E-10   -0.12380E-11    0.55766E-16
  3178    0.14358E+02   -0.95622E+00    0.37646E-10   -0.95622E+00    0.67868E+00   -0.12296E-11    0.37646E-10   -0.12296E-11    0.55691E-16
  3179    0.14338E+02   -0.96205E+00    0.37620E-10   -0.96205E+00    0.67741E+00   -0.12211E-11    0.37620E-10   -0.12211E-11    0.55617E-16
  3180    0.14320E+02   -0.96784E+00    0.37594E-10   -0.96784E+00    0.67611E+00   -0.12125E-11    0.37594E-10   -0.12125E-11    0.55543E-16
  3181    0.14302E+02   -0.97349E+00    0.37566E-10   -0.97349E+00    0.67475E+00   -0.12038E-11    0.37566E-10   -0.12038E-11    0.55468E-16
  3182    0.14286E+02   -0.97905E+00    0.37538E-10   -0.97905E+00    0.67334E+00   -0.11949E-11    0.37538E-10   -0.11949E-11    0.55394E-16
  3183    0.14270E+02   -0.98459E+00    0.37510E-10   -0.98459E+00    0.67189E+00   -0.11860E-11    0.37510E-10   -0.11860E-11    0.55320E-16
  3184    0.14253E+02   -0.99003E+00    0.37480E-10   -0.99003E+00    0.67039E+00   -0.11770E-11    0.37480E-10   -0.11770E-11    0.55246E-16
